NRKARTY,DATAW,MASA,JEDN,FIRMA,NR_KLIENTA,NR_MAGW,NR_ODPADU
1167/0W/2016,29.09.2016,23.6,Mg.,0,2001,30038,575
479/1W/2016,19.10.2016,19.2,Mg.,1,16770,30057,531
1168/0W/2016,29.09.2016,23.22,Mg.,0,2001,30039,564
1169/0W/2016,30.09.2016,24.82,Mg.,0,2001,30040,565
480/1W/2016,19.10.2016,18.3,Mg.,1,16770,30058,604
482/1W/2016,18.10.2016,12.1,Mg.,1,1763,30062,576
1186/0W/2016,19.10.2016,8.15,Mg.,0,5734,30063,565
1184/0W/2016,18.10.2016,6.16,Mg.,0,8718,30059,564
1187/0W/2016,19.10.2016,4.55,Mg.,0,8718,30064,710
470/1W/2016,12.10.2016,2.316,Mg.,1,16657,29982,272
1185/0W/2016,18.10.2016,17.88,Mg.,0,2349,30060,575
471/1W/2016,12.10.2016,5.456,Mg.,1,15463,29983,531
1256/0W/2016,03.11.2016,0.03,Mg.,0,5066,30157,594
1118/0W/2016,12.10.2016,0.76,Mg.,0,15680,29984,531
1188/0W/2016,19.10.2016,0.0,Mg.,0,2423,30065,565
1368/0W/2016,15.11.2016,4.98,Mg.,0,6357,30298,366
1189/0W/2016,13.10.2016,4.76,Mg.,0,6357,30066,529
1190/0W/2016,13.10.2016,2.9,Mg.,0,6357,30067,575
1278/0W/2016,09.11.2016,4.66,Mg.,0,5734,30187,531
1191/0W/2016,13.10.2016,24.56,Mg.,0,6357,30068,531
1192/0W/2016,14.10.2016,4.64,Mg.,0,6357,30069,598
1193/0W/2016,14.10.2016,1.28,Mg.,0,6357,30070,531
1194/0W/2016,17.10.2016,24.56,Mg.,0,6357,30071,576
536/1W/2016,28.11.2016,6.82,Mg.,1,10983,30299,607
1195/0W/2016,18.10.2016,4.88,Mg.,0,6357,30072,407
1196/0W/2016,18.10.2016,24.3,Mg.,0,6357,30073,582
1197/0W/2016,18.10.2016,4.44,Mg.,0,6357,30074,598
1198/0W/2016,18.10.2016,2.22,Mg.,0,6357,30075,572
1199/0W/2016,18.10.2016,0.8,Mg.,0,6357,30076,594
1200/0W/2016,19.10.2016,19.993,Mg.,0,14173,30077,564
1201/0W/2016,19.10.2016,22.96,Mg.,0,5066,30078,531
1202/0W/2016,19.10.2016,5.66,Mg.,0,15623,30079,582
483/1W/2016,20.10.2016,0.0,Mg.,1,13327,30080,865
1203/0W/2016,12.10.2016,21.12,Mg.,0,5066,30081,565
1211/0W/2016,24.10.2016,7.68,Mg.,0,9810,30095,582
1204/0W/2016,20.10.2016,7.333,Mg.,0,827,30082,594
1205/0W/2016,20.10.2016,0.91,Mg.,0,827,30083,531
1206/0W/2016,17.10.2016,0.48,Mg.,0,10983,30084,595
1207/0W/2016,20.10.2016,2.0,Mg.,0,6447,30085,565
1208/0W/2016,20.10.2016,6.57,Mg.,0,6447,30086,710
484/1W/2016,21.10.2016,3.183,Mg.,1,3110,30087,565
1212/0W/2016,24.10.2016,10.0,Mg.,0,2423,30096,582
485/1W/2016,21.10.2016,3.48,Mg.,1,16394,30088,570
1213/0W/2016,24.10.2016,9.24,Mg.,0,13771,30097,626
486/1W/2016,21.10.2016,0.0,Mg.,1,6827,30089,271
490/1W/2016,25.10.2016,16.929,Mg.,1,16770,30098,575
1214/0W/2016,25.10.2016,5.53,Mg.,0,8718,30099,334
1215/0W/2016,25.10.2016,16.72,Mg.,0,2349,30100,572
491/1W/2016,24.10.2016,0.0,Mg.,1,10983,30101,565
1216/0W/2016,05.07.2016,3.38,Mg.,0,4034,30102,202
492/1W/2016,26.10.2016,9.82,Mg.,1,3136,30103,575
493/1W/2016,26.10.2016,10.0,Mg.,1,10347,30104,572
494/1W/2016,26.10.2016,17.48,Mg.,1,16770,30105,582
1217/0W/2016,19.10.2016,5.1,Mg.,0,6357,30106,531
1218/0W/2016,19.10.2016,6.5,Mg.,0,6357,30107,531
1219/0W/2016,19.10.2016,17.8,Mg.,0,6357,30108,357
1220/0W/2016,20.10.2016,2.06,Mg.,0,6357,30109,564
1221/0W/2016,20.10.2016,4.12,Mg.,0,6357,30110,531
495/1W/2016,18.10.2016,1.274,Mg.,1,16770,30111,500
1222/0W/2016,24.10.2016,1.944,Mg.,0,2423,30112,609
498/1W/2016,26.10.2016,1.33,Mg.,1,10347,30132,271
1240/0W/2016,28.10.2016,5.84,Mg.,0,9810,30135,575
1241/0W/2016,28.10.2016,4.46,Mg.,0,15623,30136,594
499/1W/2016,28.10.2016,2.18,Mg.,1,396,30133,277
1242/0W/2016,31.10.2016,0.935,Mg.,0,15680,30137,572
500/1W/2016,25.10.2016,24.94,Mg.,1,4435,30134,531
501/1W/2016,02.11.2016,3.7,Mg.,1,16394,30138,582
1248/0W/2016,31.10.2016,0.0,Mg.,0,15680,30145,582
502/1W/2016,02.11.2016,3.57,Mg.,1,16788,30139,565
1259/0W/2016,07.11.2016,6.96,Mg.,0,8718,30160,276
1243/0W/2016,31.10.2016,23.1,Mg.,0,5066,30140,579
1244/0W/2016,02.11.2016,22.98,Mg.,0,5066,30141,572
1245/0W/2016,02.11.2016,4.74,Mg.,0,8718,30142,582
1246/0W/2016,02.11.2016,10.52,Mg.,0,13771,30143,582
1247/0W/2016,02.11.2016,1.478,Mg.,0,2423,30144,565
1257/0W/2016,27.10.2016,0.022,Mg.,0,13452,30158,344
1258/0W/2016,27.10.2016,1.768,Mg.,0,13452,30159,582
1260/0W/2016,07.11.2016,8.68,Mg.,0,13771,30161,565
507/1W/2016,04.11.2016,25.84,Mg.,1,6434,30162,575
1266/0W/2016,10.11.2016,23.22,Mg.,0,5066,30175,565
508/1W/2016,07.11.2016,4.42,Mg.,1,1763,30163,531
1279/0W/2016,02.11.2016,0.48,Mg.,0,6357,30188,572
509/1W/2016,08.11.2016,4.56,Mg.,1,13327,30164,594
537/1W/2016,25.11.2016,16.973,Mg.,1,16770,30300,594
1280/0W/2016,02.11.2016,24.3,Mg.,0,6357,30189,370
510/1W/2016,08.11.2016,7.14,Mg.,1,34,30165,531
511/1W/2016,08.11.2016,8.925,Mg.,1,10347,30166,531
512/1W/2016,08.11.2016,8.42,Mg.,1,14556,30167,566
513/1W/2016,08.11.2016,2.9,Mg.,1,396,30168,531
1261/0W/2016,09.11.2016,3.43,Mg.,0,8718,30169,564
1262/0W/2016,09.11.2016,23.18,Mg.,0,5066,30170,276
514/1W/2016,09.11.2016,9.08,Mg.,1,10983,30171,531
1263/0W/2016,09.11.2016,7.28,Mg.,0,2349,30172,531
1264/0W/2016,09.11.2016,13.84,Mg.,0,5734,30173,572
1265/0W/2016,10.11.2016,2.43,Mg.,0,15623,30174,531
538/1W/2016,25.11.2016,18.64,Mg.,1,16770,30301,575
1267/0W/2016,25.10.2016,2.96,Mg.,0,6357,30176,582
1373/0W/2016,28.11.2016,15.34,Mg.,0,13771,30306,582
1369/0W/2016,25.11.2016,23.98,Mg.,0,5066,30302,43
1268/0W/2016,25.10.2016,2.9,Mg.,0,6357,30177,407
1269/0W/2016,26.10.2016,24.66,Mg.,0,6357,30178,531
1270/0W/2016,26.10.2016,4.86,Mg.,0,6357,30179,528
1271/0W/2016,26.10.2016,5.58,Mg.,0,6357,30180,276
1272/0W/2016,27.10.2016,2.58,Mg.,0,6357,30181,202
1273/0W/2016,28.10.2016,4.32,Mg.,0,6357,30182,576
1209/0W/2016,21.10.2016,0.0,Mg.,0,8718,30090,575
1274/0W/2016,28.10.2016,4.08,Mg.,0,6357,30183,594
1210/0W/2016,21.10.2016,23.94,Mg.,0,5066,30091,572
1275/0W/2016,27.10.2016,24.24,Mg.,0,6357,30184,572
1281/0W/2016,02.11.2016,24.32,Mg.,0,6357,30190,564
1282/0W/2016,03.11.2016,3.42,Mg.,0,6357,30191,598
1283/0W/2016,03.11.2016,4.38,Mg.,0,6357,30192,588
1284/0W/2016,03.11.2016,2.72,Mg.,0,6357,30193,604
487/1W/2016,21.10.2016,10.44,Mg.,1,6827,30092,576
1370/0W/2016,26.11.2016,21.9,Mg.,0,5066,30303,531
488/1W/2016,20.10.2016,21.76,Mg.,1,4435,30093,582
489/1W/2016,24.10.2016,2.48,Mg.,1,10983,30094,511
1285/0W/2016,03.11.2016,2.74,Mg.,0,6357,30194,271
515/1W/2016,10.11.2016,18.406,Mg.,1,16770,30197,592
1286/0W/2016,04.11.2016,24.46,Mg.,0,6357,30195,582
1371/0W/2016,25.11.2016,3.214,Mg.,0,15623,30304,568
1298/0W/2016,16.11.2016,6.38,Mg.,0,9810,30211,271
1287/0W/2016,04.11.2016,4.98,Mg.,0,6357,30196,594
1372/0W/2016,25.11.2016,19.26,Mg.,0,2349,30305,301
516/1W/2016,15.11.2016,17.48,Mg.,1,16770,30198,582
517/1W/2016,15.11.2016,12.32,Mg.,1,6434,30199,531
1288/0W/2016,22.10.2016,7.2,Mg.,0,827,30200,587
1289/0W/2016,31.10.2016,1.56,Mg.,0,827,30201,531
1290/0W/2016,31.10.2016,19.109,Mg.,0,827,30202,572
1291/0W/2016,15.11.2016,2.52,Mg.,0,8718,30203,344
1292/0W/2016,15.11.2016,11.58,Mg.,0,13771,30204,575
1374/0W/2016,28.11.2016,9.25,Mg.,0,8718,30307,860
10/0W/2017,09.01.2017,21.0,Mg.,0,2349,30557,575
1376/0W/2016,28.11.2016,12.4,Mg.,0,5066,30309,351
1375/0W/2016,28.11.2016,7.52,Mg.,0,2349,30308,344
545/1W/2016,29.11.2016,1.06,Mg.,1,16770,30328,531
546/1W/2016,01.12.2016,14.06,Mg.,1,6827,30330,531
1513/0W/2016,30.12.2016,15.18,Mg.,0,2349,30491,565
547/1W/2016,01.12.2016,18.7,Mg.,1,6827,30331,576
1390/0W/2016,01.12.2016,14.29,Mg.,0,8718,30332,579
548/1W/2016,29.11.2016,0.96,Mg.,1,3136,30333,914
1561/0W/2016,01.12.2016,24.24,Mg.,0,2001,30558,554
549/1W/2016,02.12.2016,11.0,Mg.,1,6827,30334,582
1562/0W/2016,02.12.2016,24.3,Mg.,0,2001,30559,531
1391/0W/2016,02.12.2016,11.1,Mg.,0,13771,30335,588
1563/0W/2016,08.12.2016,23.94,Mg.,0,2001,30560,528
1392/0W/2016,02.12.2016,22.86,Mg.,0,5066,30336,565
1293/0W/2016,15.11.2016,22.94,Mg.,0,5066,30205,531
1299/0W/2016,16.11.2016,22.98,Mg.,0,5066,30212,572
519/1W/2016,17.11.2016,10.25,Mg.,1,16393,30215,531
1294/0W/2016,15.11.2016,0.155,Mg.,0,2423,30206,865
1302/0W/2016,17.11.2016,1.177,Mg.,0,5226,30216,575
1295/0W/2016,15.11.2016,2.099,Mg.,0,2423,30207,594
1303/0W/2016,17.11.2016,2.423,Mg.,0,5226,30217,531
1296/0W/2016,15.11.2016,5.756,Mg.,0,2423,30208,572
1304/0W/2016,17.11.2016,5.82,Mg.,0,13771,30218,522
1297/0W/2016,15.11.2016,1.96,Mg.,0,14134,30209,567
1305/0W/2016,17.11.2016,1.607,Mg.,0,5734,30219,529
1306/0W/2016,17.11.2016,7.415,Mg.,0,5734,30220,492
1300/0W/2016,20.10.2016,11.92,Mg.,0,5734,30213,572
1307/0W/2016,17.11.2016,8.66,Mg.,0,2349,30221,576
1301/0W/2016,25.10.2016,6.44,Mg.,0,5734,30214,531
1308/0W/2016,08.11.2016,23.26,Mg.,0,5734,30222,531
1309/0W/2016,28.10.2016,4.72,Mg.,0,5734,30223,594
1310/0W/2016,13.10.2016,12.06,Mg.,0,5734,30224,531
1393/0W/2016,05.12.2016,5.29,Mg.,0,15623,30337,531
1394/0W/2016,05.12.2016,7.67,Mg.,0,8718,30338,572
1395/0W/2016,05.12.2016,15.52,Mg.,0,2349,30339,572
1396/0W/2016,05.12.2016,15.9,Mg.,0,13771,30340,531
1397/0W/2016,05.12.2016,0.028,Mg.,0,7613,30341,582
1398/0W/2016,05.12.2016,1.252,Mg.,0,7613,30342,572
1514/0W/2016,30.12.2016,16.08,Mg.,0,2349,30492,364
550/1W/2016,05.12.2016,14.886,Mg.,1,6827,30343,500
1564/0W/2016,10.12.2016,23.3,Mg.,0,2001,30561,568
551/1W/2016,01.12.2016,24.34,Mg.,1,4435,30344,914
552/1W/2016,06.12.2016,4.132,Mg.,1,13327,30345,582
1565/0W/2016,15.12.2016,24.22,Mg.,0,2001,30562,579
1312/0W/2016,01.10.2016,24.16,Mg.,0,2001,30230,604
1313/0W/2016,06.10.2016,24.92,Mg.,0,2001,30231,531
1314/0W/2016,06.10.2016,26.02,Mg.,0,2001,30232,582
1566/0W/2016,17.12.2016,23.68,Mg.,0,2001,30563,565
1315/0W/2016,06.10.2016,24.0,Mg.,0,2001,30233,531
1316/0W/2016,06.10.2016,24.8,Mg.,0,2001,30234,565
1515/0W/2016,30.12.2016,23.54,Mg.,0,1668,30493,564
553/1W/2016,06.12.2016,4.488,Mg.,1,16788,30346,528
1317/0W/2016,07.10.2016,24.08,Mg.,0,2001,30235,531
1567/0W/2016,17.12.2016,23.96,Mg.,0,2001,30564,595
518/1W/2016,16.11.2016,2.93,Mg.,1,16788,30210,564
1318/0W/2016,07.10.2016,23.12,Mg.,0,2001,30236,594
1399/0W/2016,06.12.2016,5.6,Mg.,0,14173,30347,575
1319/0W/2016,07.10.2016,24.7,Mg.,0,2001,30237,582
1320/0W/2016,08.10.2016,24.18,Mg.,0,2001,30238,569
1321/0W/2016,08.10.2016,24.16,Mg.,0,2001,30239,348
1322/0W/2016,11.10.2016,23.86,Mg.,0,2001,30240,572
1323/0W/2016,11.10.2016,24.78,Mg.,0,2001,30241,531
1324/0W/2016,12.10.2016,24.04,Mg.,0,2001,30242,531
1325/0W/2016,13.10.2016,24.46,Mg.,0,2001,30243,568
1326/0W/2016,18.10.2016,24.14,Mg.,0,2001,30244,570
1327/0W/2016,18.10.2016,24.68,Mg.,0,2001,30245,531
1328/0W/2016,20.10.2016,23.86,Mg.,0,2001,30246,531
1329/0W/2016,20.10.2016,25.06,Mg.,0,2001,30247,531
1330/0W/2016,21.10.2016,22.46,Mg.,0,2001,30248,576
1331/0W/2016,21.10.2016,24.1,Mg.,0,2001,30249,531
1400/0W/2016,06.12.2016,5.69,Mg.,0,8718,30348,576
1568/0W/2016,20.12.2016,24.66,Mg.,0,2001,30565,567
1332/0W/2016,21.10.2016,23.8,Mg.,0,2001,30250,531
1401/0W/2016,06.12.2016,0.058,Mg.,0,2423,30349,564
1333/0W/2016,25.10.2016,23.74,Mg.,0,2001,30251,531
1334/0W/2016,18.11.2016,8.517,Mg.,0,14173,30252,531
1346/0W/2016,21.11.2016,15.605,Mg.,0,827,30266,626
1335/0W/2016,25.10.2016,24.42,Mg.,0,2001,30253,634
1569/0W/2016,21.12.2016,23.9,Mg.,0,2001,30566,545
1336/0W/2016,25.10.2016,24.38,Mg.,0,2001,30254,582
1347/0W/2016,21.11.2016,6.139,Mg.,0,827,30267,548
1337/0W/2016,25.10.2016,23.74,Mg.,0,2001,30255,564
1338/0W/2016,27.10.2016,23.52,Mg.,0,2001,30256,492
1339/0W/2016,27.10.2016,24.04,Mg.,0,2001,30257,531
1570/0W/2016,22.12.2016,23.1,Mg.,0,2001,30567,594
1340/0W/2016,29.10.2016,24.62,Mg.,0,2001,30258,597
1341/0W/2016,21.11.2016,14.38,Mg.,0,13771,30259,565
1342/0W/2016,21.11.2016,12.76,Mg.,0,13771,30260,565
524/1W/2016,21.11.2016,5.03,Mg.,1,14556,30261,564
1348/0W/2016,04.11.2016,24.12,Mg.,0,6357,30268,271
1402/0W/2016,06.12.2016,7.592,Mg.,0,2423,30350,554
1571/0W/2016,22.12.2016,25.12,Mg.,0,2001,30568,576
526/1W/2016,21.11.2016,4.46,Mg.,1,2363,30269,277
1343/0W/2016,21.11.2016,0.187,Mg.,0,2423,30262,565
1349/0W/2016,07.11.2016,4.38,Mg.,0,6357,30270,582
1344/0W/2016,21.11.2016,11.159,Mg.,0,2423,30263,531
1572/0W/2016,22.12.2016,22.96,Mg.,0,2001,30569,572
1345/0W/2016,21.11.2016,0.474,Mg.,0,2423,30264,271
1350/0W/2016,07.11.2016,24.52,Mg.,0,6357,30271,565
1254/0W/2016,04.11.2016,15.9,Mg.,0,8718,30155,531
1255/0W/2016,04.11.2016,23.18,Mg.,0,5066,30156,348
1223/0W/2016,26.10.2016,13.23,Mg.,0,8718,30113,607
1224/0W/2016,26.10.2016,23.06,Mg.,0,5066,30114,531
1225/0W/2016,26.10.2016,18.68,Mg.,0,2349,30115,531
1226/0W/2016,05.07.2016,4.02,Mg.,0,4034,30116,682
1227/0W/2016,07.07.2016,6.42,Mg.,0,4034,30117,531
1573/0W/2016,23.12.2016,22.08,Mg.,0,2001,30570,575
1228/0W/2016,12.07.2016,3.66,Mg.,0,4034,30118,576
1351/0W/2016,07.11.2016,24.26,Mg.,0,6357,30272,560
1352/0W/2016,08.11.2016,4.06,Mg.,0,6357,30273,573
1229/0W/2016,03.10.2016,4.8,Mg.,0,4034,30119,589
1230/0W/2016,20.10.2016,24.1,Mg.,0,6357,30120,531
1231/0W/2016,21.10.2016,5.02,Mg.,0,6357,30121,570
1232/0W/2016,21.10.2016,5.1,Mg.,0,6357,30122,607
1233/0W/2016,24.10.2016,4.7,Mg.,0,6357,30123,531
1234/0W/2016,24.10.2016,4.74,Mg.,0,6357,30124,531
1235/0W/2016,24.10.2016,24.18,Mg.,0,6357,30125,598
1236/0W/2016,24.10.2016,24.62,Mg.,0,6357,30126,528
496/1W/2016,27.10.2016,11.6,Mg.,1,3110,30127,594
497/1W/2016,27.10.2016,16.703,Mg.,1,16770,30128,531
1237/0W/2016,27.10.2016,6.92,Mg.,0,5734,30129,604
1238/0W/2016,27.10.2016,2.423,Mg.,0,5734,30130,572
1239/0W/2016,28.10.2016,22.78,Mg.,0,5066,30131,576
554/1W/2016,07.12.2016,16.7,Mg.,1,14556,30351,604
555/1W/2016,07.12.2016,3.64,Mg.,1,16394,30352,531
1353/0W/2016,09.11.2016,3.88,Mg.,0,6357,30274,531
503/1W/2016,03.11.2016,10.06,Mg.,1,6434,30146,355
556/1W/2016,05.12.2016,26.01,Mg.,1,6434,30353,575
527/1W/2016,22.11.2016,10.56,Mg.,1,10983,30275,579
1249/0W/2016,17.10.2016,0.0,Mg.,0,10983,30147,621
1574/0W/2016,23.12.2016,24.84,Mg.,0,2001,30571,572
504/1W/2016,03.11.2016,5.0,Mg.,1,13699,30148,564
528/1W/2016,22.11.2016,18.39,Mg.,1,16770,30276,531
529/1W/2016,22.11.2016,19.83,Mg.,1,16770,30277,531
1354/0W/2016,09.11.2016,24.22,Mg.,0,6357,30278,604
1250/0W/2016,03.11.2016,23.09,Mg.,0,5066,30149,576
1251/0W/2016,03.11.2016,7.28,Mg.,0,2349,30150,682
1355/0W/2016,10.11.2016,3.3,Mg.,0,6357,30279,595
1356/0W/2016,10.11.2016,3.94,Mg.,0,6357,30280,582
530/1W/2016,22.11.2016,0.588,Mg.,1,15655,30281,564
1357/0W/2016,22.11.2016,22.9,Mg.,0,5066,30282,531
1403/0W/2016,07.12.2016,2.47,Mg.,0,8718,30354,529
1404/0W/2016,07.12.2016,7.52,Mg.,0,5734,30355,531
1358/0W/2016,22.11.2016,15.28,Mg.,0,2349,30283,531
1575/0W/2016,23.12.2016,24.1,Mg.,0,2001,30572,587
10/1W/2017,10.01.2017,3.894,Mg.,1,2363,30582,572
1405/0W/2016,07.12.2016,9.241,Mg.,0,5734,30356,572
1576/0W/2016,29.12.2016,23.74,Mg.,0,2001,30573,531
531/1W/2016,21.11.2016,25.56,Mg.,1,4435,30284,582
1577/0W/2016,29.12.2016,24.3,Mg.,0,2001,30574,594
1578/0W/2016,29.12.2016,23.88,Mg.,0,2001,30575,587
532/1W/2016,23.11.2016,2.156,Mg.,1,16788,30285,277
1579/0W/2016,29.12.2016,24.96,Mg.,0,2001,30576,572
1580/0W/2016,29.12.2016,23.26,Mg.,0,2001,30577,576
1581/0W/2016,30.12.2016,23.6,Mg.,0,2001,30578,531
1359/0W/2016,22.11.2016,2.84,Mg.,0,2349,30286,492
1360/0W/2016,23.11.2016,23.18,Mg.,0,5066,30287,564
1361/0W/2016,23.11.2016,7.39,Mg.,0,8718,30288,576
1406/0W/2016,07.12.2016,2.655,Mg.,0,2423,30357,565
557/1W/2016,06.12.2016,3.8,Mg.,1,1763,30358,604
1384/0W/2016,29.11.2016,0.007,Mg.,0,13452,30323,582
1407/0W/2016,16.11.2016,4.74,Mg.,0,6357,30359,582
1385/0W/2016,29.11.2016,2.184,Mg.,0,13452,30324,576
11/0W/2017,10.01.2017,10.296,Mg.,0,13771,30579,626
1408/0W/2016,16.11.2016,23.24,Mg.,0,6357,30360,710
1386/0W/2016,16.11.2016,3.34,Mg.,0,6447,30325,511
584/1W/2016,30.12.2016,0.629,Mg.,1,741,30580,531
1387/0W/2016,21.11.2016,7.55,Mg.,0,6447,30326,390
1409/0W/2016,17.11.2016,4.7,Mg.,0,6357,30361,531
1410/0W/2016,17.11.2016,4.62,Mg.,0,6357,30362,565
1388/0W/2016,25.11.2016,0.86,Mg.,0,12334,30327,531
1411/0W/2016,17.11.2016,24.52,Mg.,0,6357,30363,572
1412/0W/2016,18.11.2016,4.54,Mg.,0,6357,30364,576
1413/0W/2016,18.11.2016,4.96,Mg.,0,6357,30365,572
1414/0W/2016,21.11.2016,2.34,Mg.,0,6357,30366,531
1415/0W/2016,21.11.2016,24.52,Mg.,0,6357,30367,570
1416/0W/2016,22.11.2016,3.3,Mg.,0,6357,30368,582
1417/0W/2016,23.11.2016,3.44,Mg.,0,6357,30369,355
1418/0W/2016,23.11.2016,24.62,Mg.,0,6357,30370,564
1419/0W/2016,23.11.2016,5.24,Mg.,0,6357,30371,531
1420/0W/2016,23.11.2016,4.8,Mg.,0,6357,30372,576
1421/0W/2016,24.11.2016,3.42,Mg.,0,6357,30373,604
1422/0W/2016,25.11.2016,4.78,Mg.,0,6357,30374,531
1423/0W/2016,28.11.2016,24.42,Mg.,0,6357,30375,572
1424/0W/2016,29.11.2016,6.5,Mg.,0,6357,30376,531
1425/0W/2016,29.11.2016,3.42,Mg.,0,6357,30377,595
1426/0W/2016,30.11.2016,5.3,Mg.,0,6357,30378,531
1427/0W/2016,30.11.2016,3.2,Mg.,0,6357,30379,531
558/1W/2016,30.11.2016,6.299,Mg.,1,741,30380,531
559/1W/2016,08.12.2016,9.68,Mg.,1,16393,30381,357
1428/0W/2016,08.12.2016,0.061,Mg.,0,11910,30382,630
1429/0W/2016,08.12.2016,1.977,Mg.,0,11910,30383,531
1430/0W/2016,08.12.2016,1.04,Mg.,0,11910,30384,572
1431/0W/2016,08.12.2016,1.205,Mg.,0,11910,30385,357
1432/0W/2016,08.12.2016,18.68,Mg.,0,2349,30386,572
568/1W/2016,13.12.2016,2.08,Mg.,1,1763,30405,570
1433/0W/2016,08.12.2016,6.86,Mg.,0,13771,30387,575
560/1W/2016,07.12.2016,0.0,Mg.,1,14556,30388,576
1434/0W/2016,09.12.2016,8.58,Mg.,0,8718,30389,575
1435/0W/2016,09.12.2016,8.44,Mg.,0,15623,30390,572
1436/0W/2016,03.11.2016,12.78,Mg.,0,2349,30391,710
561/1W/2016,09.12.2016,0.73,Mg.,1,7271,30392,504
1437/0W/2016,10.10.2016,506.3,Mg.,0,6357,30393,565
562/1W/2016,09.12.2016,1.16,Mg.,1,13327,30394,572
1438/0W/2016,12.12.2016,18.78,Mg.,0,13771,30395,576
563/1W/2016,12.12.2016,20.62,Mg.,1,6827,30396,564
564/1W/2016,12.12.2016,12.0,Mg.,1,10983,30397,531
1442/0W/2016,14.11.2016,0.0,Mg.,0,5734,30403,694
1439/0W/2016,13.12.2016,8.48,Mg.,0,8718,30398,582
520/1W/2016,17.11.2016,0.74,Mg.,1,13327,30225,564
521/1W/2016,10.11.2016,24.86,Mg.,1,4435,30226,565
522/1W/2016,18.11.2016,3.56,Mg.,1,3136,30227,568
523/1W/2016,18.11.2016,3.02,Mg.,1,13327,30228,605
1311/0W/2016,18.11.2016,4.78,Mg.,0,8718,30229,595
1440/0W/2016,12.12.2016,13.94,Mg.,0,13771,30399,531
567/1W/2016,05.12.2016,2.534,Mg.,1,6827,30404,604
1441/0W/2016,13.12.2016,15.2,Mg.,0,13771,30400,492
569/1W/2016,14.12.2016,14.668,Mg.,1,15463,30406,582
565/1W/2016,13.12.2016,19.14,Mg.,1,6827,30401,564
570/1W/2016,14.12.2016,2.78,Mg.,1,3110,30407,579
566/1W/2016,13.12.2016,1.61,Mg.,1,16788,30402,575
1443/0W/2016,14.12.2016,7.56,Mg.,0,8718,30408,102
1444/0W/2016,14.12.2016,12.34,Mg.,0,13771,30409,573
1445/0W/2016,07.12.2016,8.68,Mg.,0,5734,30410,626
1451/0W/2016,15.12.2016,15.2,Mg.,0,2349,30416,564
1446/0W/2016,08.12.2016,9.12,Mg.,0,5734,30411,531
1452/0W/2016,15.12.2016,12.68,Mg.,0,13771,30417,531
1447/0W/2016,30.11.2016,22.373,Mg.,0,827,30412,345
1448/0W/2016,30.11.2016,3.446,Mg.,0,827,30413,572
1449/0W/2016,05.12.2016,3.69,Mg.,0,827,30414,576
1450/0W/2016,05.12.2016,0.41,Mg.,0,827,30415,564
539/1W/2016,29.11.2016,1.603,Mg.,1,16788,30310,565
540/1W/2016,29.11.2016,14.0,Mg.,1,3136,30311,546
571/1W/2016,12.12.2016,3.05,Mg.,1,10983,30418,506
541/1W/2016,29.11.2016,3.44,Mg.,1,10983,30312,582
1453/0W/2016,16.12.2016,8.74,Mg.,0,13771,30420,572
542/1W/2016,29.11.2016,20.0,Mg.,1,16770,30313,531
572/1W/2016,16.12.2016,2.671,Mg.,1,16657,30419,507
1458/0W/2016,20.12.2016,11.32,Mg.,0,13771,30427,565
1377/0W/2016,29.11.2016,23.04,Mg.,0,5066,30314,277
1454/0W/2016,16.12.2016,16.35,Mg.,0,16893,30421,271
1378/0W/2016,29.11.2016,8.368,Mg.,0,2423,30315,559
1379/0W/2016,29.11.2016,4.077,Mg.,0,2423,30316,579
1455/0W/2016,19.12.2016,5.62,Mg.,0,2423,30422,750
575/1W/2016,19.12.2016,4.2,Mg.,1,2363,30428,271
1456/0W/2016,20.12.2016,8.94,Mg.,0,2349,30423,531
1457/0W/2016,20.12.2016,9.4,Mg.,0,2349,30424,149
573/1W/2016,14.12.2016,23.96,Mg.,1,4435,30425,582
574/1W/2016,19.12.2016,11.1,Mg.,1,16393,30426,507
576/1W/2016,20.12.2016,4.013,Mg.,1,13327,30429,565
1459/0W/2016,13.12.2016,4.66,Mg.,0,12334,30430,589
577/1W/2016,19.12.2016,21.2,Mg.,1,6434,30431,681
1460/0W/2016,01.12.2016,24.6,Mg.,0,6357,30433,572
578/1W/2016,21.12.2016,9.62,Mg.,1,10983,30432,531
1461/0W/2016,02.12.2016,3.56,Mg.,0,6357,30434,572
1462/0W/2016,02.12.2016,0.0,Mg.,0,6357,30435,564
1463/0W/2016,05.12.2016,5.56,Mg.,0,6357,30436,564
1464/0W/2016,05.12.2016,3.32,Mg.,0,6357,30437,531
1465/0W/2016,05.12.2016,24.7,Mg.,0,6357,30438,531
1466/0W/2016,06.12.2016,3.28,Mg.,0,6357,30439,565
1467/0W/2016,06.12.2016,4.24,Mg.,0,6357,30440,595
1468/0W/2016,06.12.2016,24.32,Mg.,0,6357,30441,595
1469/0W/2016,07.12.2016,4.6,Mg.,0,6357,30442,531
1470/0W/2016,07.12.2016,24.76,Mg.,0,6357,30443,582
1471/0W/2016,08.12.2016,3.4,Mg.,0,6357,30444,568
1472/0W/2016,14.12.2016,9.3,Mg.,0,5734,30445,579
1473/0W/2016,08.12.2016,3.1,Mg.,0,6357,30446,564
1474/0W/2016,14.12.2016,9.48,Mg.,0,5734,30447,565
