NRKARTY,DATAW,MASA,JEDN,FIRMA,NR_KLIENTA,NR_MAGW,NR_ODPADU
235/1W/2011,03.03.2011,17.26,Mg.,1,6091,16180,564
236/1W/2011,07.03.2011,16.34,Mg.,1,6091,16181,634
93/0W/2011,18.03.2011,17.36,Mg.,0,2382,16182,594
94/0W/2011,18.03.2011,18.0,Mg.,0,2382,16183,598
237/1W/2011,18.03.2011,5.31,Mg.,1,5799,16185,595
16/2W/2011,16.03.2011,19.82,Mg.,2,6065,16184,588
238/1W/2011,18.03.2011,1.36,Mg.,1,729,16186,568
239/1W/2011,16.03.2011,7.05,Mg.,1,1756,16187,271
240/1W/2011,25.02.2011,19.7,Mg.,1,6091,16188,694
241/1W/2011,11.03.2011,8.54,Mg.,1,6091,16189,531
242/1W/2011,24.02.2011,1.64,Mg.,1,2001,16190,708
243/1W/2011,18.03.2011,1.52,Mg.,1,2382,16191,833
245/1W/2011,01.02.2011,1.32,Mg.,1,2001,16193,531
244/1W/2011,21.03.2011,5.47,Mg.,1,396,16192,575
246/1W/2011,21.03.2011,1.367,Mg.,1,313,16194,570
95/0W/2011,31.01.2011,0.0,Mg.,0,6357,16195,582
98/0W/2011,08.03.2011,0.0,Mg.,0,6357,16198,345
96/0W/2011,31.01.2011,0.0,Mg.,0,6357,16196,575
99/0W/2011,08.03.2011,0.0,Mg.,0,6357,16199,626
97/0W/2011,08.03.2011,0.0,Mg.,0,6357,16197,531
100/0W/2011,08.03.2011,0.0,Mg.,0,6357,16200,604
101/0W/2011,10.03.2011,0.0,Mg.,0,6357,16201,531
102/0W/2011,23.03.2011,1.33,Mg.,0,827,16202,582
247/1W/2011,03.03.2011,19.36,Mg.,1,2001,16204,531
103/0W/2011,23.03.2011,0.2,Mg.,0,827,16203,572
248/1W/2011,16.03.2011,5.76,Mg.,1,6118,16205,531
104/0W/2011,21.03.2011,16.44,Mg.,0,2382,16207,572
249/1W/2011,16.03.2011,4.56,Mg.,1,6118,16206,604
105/0W/2011,23.03.2011,19.0,Mg.,0,2382,16208,572
106/0W/2011,23.03.2011,18.74,Mg.,0,2382,16209,610
107/0W/2011,23.03.2011,21.34,Mg.,0,2382,16210,604
250/1W/2011,23.03.2011,2.964,Mg.,1,313,16211,531
108/0W/2011,25.03.2011,17.05,Mg.,0,5066,16212,531
109/0W/2011,25.03.2011,6.75,Mg.,0,5066,16213,594
251/1W/2011,10.03.2011,26.2,Mg.,1,1129,16214,572
252/1W/2011,16.03.2011,30.04,Mg.,1,1129,16215,579
255/1W/2011,24.03.2011,4.96,Mg.,1,2382,16218,575
253/1W/2011,18.03.2011,26.64,Mg.,1,1129,16216,531
256/1W/2011,23.02.2011,2.24,Mg.,1,2001,16219,276
254/1W/2011,18.03.2011,25.94,Mg.,1,1129,16217,565
110/0W/2011,22.03.2011,6.03,Mg.,0,827,16222,531
257/1W/2011,15.02.2011,1.94,Mg.,1,2001,16220,531
111/0W/2011,22.03.2011,9.43,Mg.,0,827,16223,575
258/1W/2011,04.02.2011,1.42,Mg.,1,2001,16221,582
112/0W/2011,22.03.2011,9.38,Mg.,0,827,16224,531
113/0W/2011,23.03.2011,24.82,Mg.,0,827,16225,594
259/1W/2011,22.03.2011,6.03,Mg.,1,1129,16226,576
260/1W/2011,22.03.2011,9.43,Mg.,1,1129,16227,575
261/1W/2011,22.03.2011,9.38,Mg.,1,1129,16228,531
262/1W/2011,01.03.2011,7.316,Mg.,1,6118,16229,531
114/0W/2011,28.03.2011,7.43,Mg.,0,5066,16230,565
115/0W/2011,28.03.2011,6.92,Mg.,0,5066,16231,572
116/0W/2011,28.03.2011,10.05,Mg.,0,5066,16232,565
117/0W/2011,24.03.2011,17.08,Mg.,0,2382,16233,582
118/0W/2011,24.03.2011,17.48,Mg.,0,2382,16234,531
119/0W/2011,25.03.2011,17.94,Mg.,0,2382,16235,564
120/0W/2011,25.03.2011,19.82,Mg.,0,2382,16236,528
121/0W/2011,25.03.2011,19.44,Mg.,0,2382,16237,564
122/0W/2011,26.03.2011,17.6,Mg.,0,2382,16238,531
123/0W/2011,26.03.2011,23.22,Mg.,0,2382,16239,564
124/0W/2011,26.03.2011,18.08,Mg.,0,2382,16240,572
17/2W/2011,19.03.2011,14.04,Mg.,2,6065,16241,531
125/0W/2011,21.03.2011,9.12,Mg.,0,8309,16242,633
126/0W/2011,21.03.2011,14.3,Mg.,0,8309,16243,565
127/0W/2011,28.03.2011,18.94,Mg.,0,2382,16244,351
128/0W/2011,28.03.2011,18.7,Mg.,0,2382,16245,914
129/0W/2011,26.01.2011,24.94,Mg.,0,3595,16246,565
130/0W/2011,27.01.2011,24.9,Mg.,0,3595,16247,576
135/0W/2011,18.02.2011,24.68,Mg.,0,3595,16252,565
131/0W/2011,01.02.2011,24.76,Mg.,0,3595,16248,531
136/0W/2011,18.02.2011,25.8,Mg.,0,3595,16253,531
132/0W/2011,03.02.2011,21.6,Mg.,0,3595,16249,576
137/0W/2011,23.02.2011,23.38,Mg.,0,3595,16254,531
133/0W/2011,11.02.2011,25.3,Mg.,0,3595,16250,277
138/0W/2011,24.02.2011,24.32,Mg.,0,3595,16255,572
134/0W/2011,17.02.2011,24.06,Mg.,0,3595,16251,531
139/0W/2011,03.03.2011,24.18,Mg.,0,3595,16256,564
140/0W/2011,04.03.2011,23.52,Mg.,0,3595,16257,531
141/0W/2011,10.03.2011,25.44,Mg.,0,3595,16258,594
142/0W/2011,10.03.2011,23.7,Mg.,0,3595,16259,594
143/0W/2011,17.03.2011,24.2,Mg.,0,3595,16260,565
144/0W/2011,23.03.2011,22.46,Mg.,0,3595,16261,511
145/0W/2011,10.02.2011,23.14,Mg.,0,1494,16262,531
146/0W/2011,03.03.2011,22.56,Mg.,0,1494,16263,564
147/0W/2011,29.03.2011,22.74,Mg.,0,2382,16264,564
148/0W/2011,30.03.2011,6.8,Mg.,0,2382,16265,345
149/0W/2011,30.03.2011,21.56,Mg.,0,2382,16266,604
150/0W/2011,30.03.2011,16.38,Mg.,0,2382,16267,531
263/1W/2011,15.03.2011,13.8,Mg.,1,2001,16268,582
264/1W/2011,21.03.2011,15.06,Mg.,1,2001,16269,576
265/1W/2011,22.03.2011,15.74,Mg.,1,2001,16270,531
266/1W/2011,29.03.2011,6.81,Mg.,1,1763,16271,334
267/1W/2011,29.03.2011,5.14,Mg.,1,1762,16272,575
268/1W/2011,30.03.2011,9.41,Mg.,1,5799,16273,474
269/1W/2011,16.03.2011,13.26,Mg.,1,6091,16274,528
270/1W/2011,17.03.2011,11.46,Mg.,1,6091,16275,594
271/1W/2011,30.03.2011,0.72,Mg.,1,313,16276,531
151/0W/2011,30.03.2011,18.92,Mg.,0,2382,16277,564
152/0W/2011,04.04.2011,8.26,Mg.,0,5066,16278,564
274/1W/2011,31.03.2011,4.04,Mg.,1,2382,16283,522
153/0W/2011,04.04.2011,1.64,Mg.,0,5066,16279,565
275/1W/2011,31.03.2011,7.0,Mg.,1,729,16284,576
154/0W/2011,04.04.2011,4.36,Mg.,0,5066,16280,576
155/0W/2011,05.04.2011,7.21,Mg.,0,827,16285,548
272/1W/2011,24.03.2011,2.78,Mg.,1,6118,16281,350
156/0W/2011,04.04.2011,18.0,Mg.,0,827,16286,531
273/1W/2011,24.03.2011,5.7,Mg.,1,6118,16282,531
276/1W/2011,05.04.2011,0.0,Mg.,1,1129,16287,576
277/1W/2011,04.04.2011,18.0,Mg.,1,1129,16288,579
278/1W/2011,23.02.2011,8.1,Mg.,1,2001,16289,688
279/1W/2011,01.03.2011,8.54,Mg.,1,2001,16290,575
280/1W/2011,31.03.2011,0.43,Mg.,1,741,16291,344
281/1W/2011,18.03.2011,10.04,Mg.,1,6091,16292,572
282/1W/2011,21.03.2011,15.7,Mg.,1,6091,16293,531
283/1W/2011,01.04.2011,2.0,Mg.,1,313,16294,531
157/0W/2011,24.03.2011,18.4,Mg.,0,2382,16295,500
284/1W/2011,04.04.2011,7.46,Mg.,1,1762,16296,582
285/1W/2011,04.04.2011,1.7,Mg.,1,2382,16297,575
18/2W/2011,26.01.2011,1.66,Mg.,2,194,16301,576
158/0W/2011,31.03.2011,20.0,Mg.,0,827,16298,575
21/2W/2011,16.03.2011,1.361,Mg.,2,194,16304,531
159/0W/2011,31.03.2011,16.0,Mg.,0,827,16299,572
19/2W/2011,09.02.2011,1.867,Mg.,2,194,16302,564
160/0W/2011,31.03.2011,70.0,Mg.,0,827,16300,531
22/2W/2011,16.03.2011,0.607,Mg.,2,194,16305,699
20/2W/2011,09.02.2011,0.193,Mg.,2,194,16303,531
23/2W/2011,28.03.2011,11.496,Mg.,2,194,16306,792
24/2W/2011,28.03.2011,4.86,Mg.,2,194,16307,582
25/2W/2011,24.02.2011,4.719,Mg.,2,194,16308,531
26/2W/2011,24.02.2011,0.51,Mg.,2,194,16309,582
286/1W/2011,04.04.2011,7.86,Mg.,1,8870,16310,569
287/1W/2011,10.02.2011,3.45,Mg.,1,2363,16311,522
288/1W/2011,04.02.2011,1.175,Mg.,1,741,16312,867
289/1W/2011,06.04.2011,10.48,Mg.,1,1431,16313,565
161/0W/2011,11.01.2011,9.552,Mg.,0,194,16314,576
162/0W/2011,11.01.2011,0.595,Mg.,0,194,16315,575
163/0W/2011,12.01.2011,12.031,Mg.,0,194,16316,576
164/0W/2011,12.01.2011,2.721,Mg.,0,194,16317,188
165/0W/2011,12.01.2011,0.01,Mg.,0,194,16318,576
166/0W/2011,25.01.2011,0.716,Mg.,0,194,16319,626
167/0W/2011,25.01.2011,3.414,Mg.,0,194,16320,564
168/0W/2011,25.01.2011,0.067,Mg.,0,194,16321,528
169/0W/2011,26.01.2011,8.755,Mg.,0,194,16322,576
170/0W/2011,26.01.2011,1.606,Mg.,0,194,16323,531
174/0W/2011,25.02.2011,16.107,Mg.,0,194,16327,274
171/0W/2011,26.01.2011,0.055,Mg.,0,194,16324,572
175/0W/2011,25.02.2011,2.861,Mg.,0,194,16328,564
172/0W/2011,09.02.2011,3.169,Mg.,0,194,16325,594
176/0W/2011,25.03.2011,20.39,Mg.,0,194,16329,531
173/0W/2011,09.02.2011,0.514,Mg.,0,194,16326,671
177/0W/2011,28.03.2011,0.271,Mg.,0,194,16330,531
178/0W/2011,25.03.2011,0.122,Mg.,0,194,16331,528
179/0W/2011,25.03.2011,4.08,Mg.,0,194,16332,531
180/0W/2011,25.03.2011,2.9,Mg.,0,194,16333,572
181/0W/2011,25.03.2011,3.074,Mg.,0,194,16334,594
1/3W/2011,28.03.2011,0.575,Mg.,3,194,16335,531
2/3W/2011,28.03.2011,7.403,Mg.,3,194,16336,531
182/0W/2011,07.03.2011,4.32,Mg.,0,8718,16337,545
187/0W/2011,01.04.2011,20.64,Mg.,0,2382,16342,803
183/0W/2011,11.03.2011,4.91,Mg.,0,8718,16338,576
188/0W/2011,01.04.2011,20.18,Mg.,0,2382,16343,355
184/0W/2011,18.03.2011,4.54,Mg.,0,8718,16339,531
189/0W/2011,01.04.2011,17.22,Mg.,0,2382,16344,576
185/0W/2011,17.03.2011,4.86,Mg.,0,8718,16340,554
190/0W/2011,04.04.2011,12.76,Mg.,0,2382,16345,568
186/0W/2011,16.03.2011,8.64,Mg.,0,8718,16341,350
191/0W/2011,04.04.2011,20.82,Mg.,0,2382,16346,579
192/0W/2011,05.04.2011,19.6,Mg.,0,2382,16347,572
193/0W/2011,05.04.2011,14.34,Mg.,0,2382,16348,997
194/0W/2011,06.04.2011,8.92,Mg.,0,2382,16349,582
195/0W/2011,07.04.2011,19.54,Mg.,0,2382,16350,522
196/0W/2011,07.04.2011,19.46,Mg.,0,2382,16351,149
197/0W/2011,08.04.2011,10.04,Mg.,0,2382,16352,565
290/1W/2011,15.03.2011,2.04,Mg.,1,2001,16353,582
291/1W/2011,15.03.2011,2.06,Mg.,1,2001,16354,559
292/1W/2011,09.03.2011,1.82,Mg.,1,2001,16355,576
293/1W/2011,04.03.2011,2.24,Mg.,1,2001,16356,531
294/1W/2011,02.03.2011,1.8,Mg.,1,2001,16357,492
198/0W/2011,23.03.2011,6.11,Mg.,0,8718,16358,548
199/0W/2011,22.03.2011,15.73,Mg.,0,8718,16359,531
295/1W/2011,23.03.2011,24.82,Mg.,1,1129,16360,792
200/0W/2011,28.03.2011,13.33,Mg.,0,8718,16361,565
201/0W/2011,30.03.2011,2.64,Mg.,0,8718,16362,531
296/1W/2011,25.03.2011,22.78,Mg.,1,1129,16363,565
202/0W/2011,31.03.2011,4.97,Mg.,0,8718,16364,582
203/0W/2011,06.04.2011,7.9,Mg.,0,8718,16365,576
204/0W/2011,04.04.2011,6.62,Mg.,0,827,16366,528
205/0W/2011,05.04.2011,17.57,Mg.,0,827,16367,570
206/0W/2011,06.04.2011,11.0,Mg.,0,827,16368,531
207/0W/2011,06.04.2011,11.58,Mg.,0,827,16369,531
297/1W/2011,05.04.2011,17.57,Mg.,1,1129,16370,568
298/1W/2011,04.04.2011,6.62,Mg.,1,1129,16371,594
299/1W/2011,04.04.2011,6.58,Mg.,1,2382,16372,531
300/1W/2011,24.02.2011,8.66,Mg.,1,6118,16373,626
301/1W/2011,02.03.2011,10.26,Mg.,1,6118,16374,567
302/1W/2011,03.03.2011,7.453,Mg.,1,6118,16375,564
303/1W/2011,07.03.2011,9.52,Mg.,1,6118,16376,531
304/1W/2011,08.03.2011,8.58,Mg.,1,6118,16377,570
305/1W/2011,14.03.2011,7.792,Mg.,1,6118,16378,277
306/1W/2011,16.03.2011,10.69,Mg.,1,6118,16379,565
307/1W/2011,21.03.2011,8.9,Mg.,1,6118,16380,531
308/1W/2011,22.03.2011,9.46,Mg.,1,6118,16381,576
208/0W/2011,12.04.2011,4.14,Mg.,0,5066,16382,575
209/0W/2011,12.04.2011,20.94,Mg.,0,5066,16383,564
210/0W/2011,08.04.2011,21.14,Mg.,0,2382,16384,531
211/0W/2011,08.04.2011,18.74,Mg.,0,2382,16385,345
212/0W/2011,08.04.2011,18.16,Mg.,0,2382,16386,576
213/0W/2011,09.04.2011,19.84,Mg.,0,2382,16387,565
214/0W/2011,31.03.2011,25.12,Mg.,0,9156,16388,565
215/0W/2011,12.04.2011,24.5,Mg.,0,9156,16389,531
309/1W/2011,11.04.2011,1.08,Mg.,1,2195,16390,531
310/1W/2011,07.04.2011,0.32,Mg.,1,313,16391,604
311/1W/2011,06.04.2011,0.64,Mg.,1,313,16392,564
216/0W/2011,12.04.2011,2.0,Mg.,0,827,16393,564
1010/0W/2010,20.07.2010,2.5,Mg.,0,5226,16394,572
27/2W/2011,12.04.2011,5.665,Mg.,2,194,16395,627
28/2W/2011,12.04.2011,0.672,Mg.,2,194,16396,565
217/0W/2011,03.03.2011,9.72,Mg.,0,5226,16397,370
218/0W/2011,22.03.2011,2.18,Mg.,0,5226,16398,565
219/0W/2011,03.03.2011,2.92,Mg.,0,5226,16399,531
220/0W/2011,03.03.2011,9.72,Mg.,0,5226,16400,594
312/1W/2011,28.03.2011,15.36,Mg.,1,6091,16401,582
313/1W/2011,29.03.2011,25.22,Mg.,1,6091,16402,575
314/1W/2011,30.03.2011,8.48,Mg.,1,6091,16403,531
315/1W/2011,04.04.2011,24.22,Mg.,1,1756,16404,572
317/1W/2011,04.04.2011,13.72,Mg.,1,6091,16406,531
316/1W/2011,06.04.2011,23.83,Mg.,1,1756,16405,564
318/1W/2011,31.03.2011,71.24,Mg.,1,4435,16407,575
321/1W/2011,13.04.2011,4.0,Mg.,1,1763,16410,575
319/1W/2011,31.03.2011,50.3,Mg.,1,4435,16408,572
221/0W/2011,12.04.2011,19.62,Mg.,0,2382,16411,582
320/1W/2011,31.03.2011,43.9,Mg.,1,4435,16409,564
322/1W/2011,08.04.2011,4.12,Mg.,1,2382,16413,531
222/0W/2011,12.04.2011,19.56,Mg.,0,2382,16412,575
223/0W/2011,12.04.2011,5.22,Mg.,0,8718,16414,594
323/1W/2011,14.04.2011,3.255,Mg.,1,1762,16415,570
224/0W/2011,13.04.2011,17.0,Mg.,0,2382,16416,531
225/0W/2011,13.04.2011,17.02,Mg.,0,2382,16417,565
226/0W/2011,13.04.2011,17.24,Mg.,0,2382,16418,572
29/2W/2011,15.04.2011,9.42,Mg.,2,827,16419,710
324/1W/2011,15.04.2011,6.99,Mg.,1,396,16420,598
227/0W/2011,15.04.2011,0.07,Mg.,0,827,16421,576
229/0W/2011,18.04.2011,14.62,Mg.,0,5066,16424,531
228/0W/2011,15.04.2011,1.61,Mg.,0,827,16422,576
230/0W/2011,18.04.2011,10.12,Mg.,0,5066,16425,528
30/2W/2011,15.04.2011,0.16,Mg.,2,827,16423,605
325/1W/2011,28.03.2011,4.72,Mg.,1,2001,16426,572
326/1W/2011,28.03.2011,4.72,Mg.,1,2001,16427,576
327/1W/2011,08.04.2011,2.22,Mg.,1,6118,16428,582
328/1W/2011,11.04.2011,6.06,Mg.,1,6118,16429,576
329/1W/2011,06.04.2011,11.58,Mg.,1,1129,16430,473
330/1W/2011,06.04.2011,11.0,Mg.,1,1129,16431,565
331/1W/2011,14.04.2011,24.56,Mg.,1,1129,16432,407
232/0W/2011,14.04.2011,17.64,Mg.,0,2382,16434,900
233/0W/2011,14.04.2011,19.46,Mg.,0,2382,16435,531
332/1W/2011,15.04.2011,5.771,Mg.,1,1762,16436,621
234/0W/2011,18.04.2011,17.14,Mg.,0,2382,16437,682
333/1W/2011,31.03.2011,45.06,Mg.,1,7414,16438,576
235/0W/2011,19.04.2011,6.39,Mg.,0,827,16441,390
336/1W/2011,08.04.2011,30.79,Mg.,1,1756,16443,610
236/0W/2011,19.04.2011,0.39,Mg.,0,827,16442,531
334/1W/2011,18.04.2011,0.82,Mg.,1,313,16439,564
337/1W/2011,13.04.2011,31.6,Mg.,1,1756,16444,565
338/1W/2011,14.04.2011,31.95,Mg.,1,1756,16445,572
339/1W/2011,04.04.2011,17.66,Mg.,1,6091,16446,576
335/1W/2011,08.04.2011,32.17,Mg.,1,1756,16440,572
237/0W/2011,19.04.2011,10.058,Mg.,0,6765,16447,548
340/1W/2011,20.04.2011,1.72,Mg.,1,729,16448,531
341/1W/2011,19.04.2011,4.74,Mg.,1,1762,16449,531
238/0W/2011,19.04.2011,20.02,Mg.,0,2382,16450,564
239/0W/2011,19.04.2011,19.58,Mg.,0,2382,16451,531
240/0W/2011,20.04.2011,20.04,Mg.,0,2382,16452,531
342/1W/2011,20.04.2011,0.7,Mg.,1,313,16453,531
343/1W/2011,14.04.2011,25.98,Mg.,1,1129,16454,564
241/0W/2011,22.04.2011,10.0,Mg.,0,5066,16455,344
242/0W/2011,21.04.2011,10.34,Mg.,0,7534,16456,565
243/0W/2011,20.04.2011,21.22,Mg.,0,2382,16457,594
244/0W/2011,21.04.2011,17.14,Mg.,0,2382,16458,831
245/0W/2011,21.04.2011,18.24,Mg.,0,2382,16459,370
246/0W/2011,22.04.2011,18.74,Mg.,0,2382,16460,531
247/0W/2011,26.04.2011,0.57,Mg.,0,5066,16461,594
248/0W/2011,26.04.2011,0.68,Mg.,0,5066,16462,531
249/0W/2011,26.04.2011,0.5,Mg.,0,5066,16463,612
250/0W/2011,26.04.2011,2.1,Mg.,0,5066,16464,531
251/0W/2011,26.04.2011,19.23,Mg.,0,5066,16465,531
252/0W/2011,03.01.2011,7.51,Mg.,0,8530,16466,520
253/0W/2011,03.01.2011,6.0,Mg.,0,8530,16467,528
254/0W/2011,07.01.2011,20.014,Mg.,0,8530,16468,595
255/0W/2011,04.01.2011,7.44,Mg.,0,2342,16469,604
256/0W/2011,04.01.2011,1.34,Mg.,0,2342,16470,595
257/0W/2011,04.01.2011,0.28,Mg.,0,2342,16471,673
258/0W/2011,04.01.2011,1.34,Mg.,0,2342,16472,573
259/0W/2011,04.01.2011,0.28,Mg.,0,2342,16473,531
260/0W/2011,01.02.2011,4.4,Mg.,0,8530,16474,271
261/0W/2011,20.01.2011,0.0,Mg.,0,8530,16475,594
263/0W/2011,26.04.2011,20.98,Mg.,0,2382,16477,572
262/0W/2011,20.01.2011,0.321,Mg.,0,8530,16476,682
344/1W/2011,22.04.2011,2.54,Mg.,1,396,16478,564
345/1W/2011,26.04.2011,3.3,Mg.,1,1763,16479,575
346/1W/2011,21.04.2011,5.919,Mg.,1,9039,16480,595
264/0W/2011,27.04.2011,20.28,Mg.,0,2382,16481,604
347/1W/2011,15.04.2011,39.92,Mg.,1,1756,16482,549
348/1W/2011,18.04.2011,29.72,Mg.,1,1756,16483,531
349/1W/2011,12.04.2011,4.35,Mg.,1,1756,16484,565
350/1W/2011,05.04.2011,16.56,Mg.,1,6091,16485,565
351/1W/2011,05.04.2011,23.24,Mg.,1,6091,16486,531
352/1W/2011,06.04.2011,13.9,Mg.,1,6091,16487,587
353/1W/2011,11.04.2011,9.12,Mg.,1,6091,16488,569
354/1W/2011,21.03.2011,10.0,Mg.,1,1889,16489,576
355/1W/2011,14.04.2011,3.6,Mg.,1,2382,16490,531
265/0W/2011,26.04.2011,10.22,Mg.,0,8718,16491,522
267/0W/2011,27.04.2011,2.529,Mg.,0,8076,16493,572
266/0W/2011,26.04.2011,14.98,Mg.,0,7534,16492,793
268/0W/2011,28.04.2011,9.96,Mg.,0,2382,16494,529
269/0W/2011,28.04.2011,20.16,Mg.,0,2382,16495,564
270/0W/2011,30.04.2011,0.6,Mg.,0,5066,16496,582
271/0W/2011,30.04.2011,0.66,Mg.,0,5066,16497,531
272/0W/2011,30.04.2011,24.0,Mg.,0,5066,16498,531
273/0W/2011,29.04.2011,19.66,Mg.,0,2382,16499,579
274/0W/2011,30.04.2011,19.46,Mg.,0,2382,16500,565
275/0W/2011,30.04.2011,21.92,Mg.,0,2382,16501,155
276/0W/2011,30.04.2011,22.24,Mg.,0,2382,16502,604
277/0W/2011,02.05.2011,19.3,Mg.,0,2382,16503,582
356/1W/2011,29.04.2011,1.06,Mg.,1,313,16504,576
358/1W/2011,30.04.2011,0.745,Mg.,1,741,16506,582
359/1W/2011,30.04.2011,80.0,Mg.,1,4435,16507,579
361/1W/2011,30.04.2011,20.64,Mg.,1,4435,16509,565
357/1W/2011,02.05.2011,9.08,Mg.,1,1431,16505,564
360/1W/2011,30.04.2011,39.84,Mg.,1,4435,16508,572
364/1W/2011,21.04.2011,27.5,Mg.,1,1756,16512,564
362/1W/2011,21.04.2011,25.94,Mg.,1,1756,16510,531
363/1W/2011,21.04.2011,23.4,Mg.,1,1756,16511,582
365/1W/2011,26.04.2011,61.4,Mg.,1,1756,16513,531
366/1W/2011,26.04.2011,30.48,Mg.,1,1756,16514,582
367/1W/2011,12.04.2011,23.14,Mg.,1,6091,16515,531
368/1W/2011,14.04.2011,15.2,Mg.,1,6091,16516,565
369/1W/2011,14.04.2011,21.64,Mg.,1,6091,16517,506
370/1W/2011,20.04.2011,8.89,Mg.,1,6091,16518,570
374/1W/2011,15.04.2011,11.46,Mg.,1,2001,16522,564
371/1W/2011,21.04.2011,8.92,Mg.,1,6091,16519,565
278/0W/2011,05.05.2011,13.84,Mg.,0,5066,16523,531
372/1W/2011,22.04.2011,15.36,Mg.,1,6091,16520,564
279/0W/2011,05.05.2011,9.98,Mg.,0,5066,16524,576
373/1W/2011,27.04.2011,21.22,Mg.,1,6091,16521,345
3/3W/2011,21.04.2011,4.969,Mg.,3,6357,16525,579
280/0W/2011,21.04.2011,1.997,Mg.,0,6357,16526,575
31/2W/2011,21.04.2011,12.225,Mg.,2,194,16527,582
32/2W/2011,21.04.2011,1.486,Mg.,2,194,16528,702
281/0W/2011,04.05.2011,20.28,Mg.,0,2382,16529,576
282/0W/2011,04.05.2011,18.36,Mg.,0,2382,16530,570
283/0W/2011,05.05.2011,18.44,Mg.,0,2382,16531,565
993/1W/2010,31.12.2010,76.46,Mg.,1,4435,15707,565
994/1W/2010,31.12.2010,74.8,Mg.,1,4435,15708,572
995/1W/2010,29.12.2010,7.42,Mg.,1,6091,15709,531
996/1W/2010,29.12.2010,8.84,Mg.,1,6091,15710,566
997/1W/2010,30.12.2010,17.74,Mg.,1,6091,15711,344
998/1W/2010,31.12.2010,9.58,Mg.,1,6091,15712,429
999/1W/2010,22.12.2010,20.32,Mg.,1,1756,15713,605
1000/1W/2010,28.12.2010,29.76,Mg.,1,1756,15714,565
956/0W/2010,30.12.2010,3.56,Mg.,0,827,15716,565
1001/1W/2010,29.12.2010,20.21,Mg.,1,1756,15715,575
1002/1W/2010,31.12.2010,23.9,Mg.,1,4435,15717,531
1013/1W/2010,29.12.2010,1.74,Mg.,1,2382,15730,582
1003/1W/2010,23.12.2010,0.14,Mg.,1,7448,15718,595
23/1W/2011,21.01.2011,7.22,Mg.,1,1431,15838,572
1004/1W/2010,17.12.2010,14.22,Mg.,1,2001,15719,554
1005/1W/2010,14.12.2010,13.48,Mg.,1,2001,15720,531
1006/1W/2010,09.12.2010,13.98,Mg.,1,2001,15721,407
1007/1W/2010,22.12.2010,14.1,Mg.,1,2001,15722,576
1008/1W/2010,30.12.2010,0.145,Mg.,1,7448,15723,579
1014/1W/2010,06.12.2010,6.98,Mg.,1,6118,15731,604
1009/1W/2010,05.03.2010,1.06,Mg.,1,5688,15724,572
1015/1W/2010,23.02.2010,0.11,Mg.,1,2363,15732,564
1016/1W/2010,30.08.2010,0.61,Mg.,1,7448,15733,572
957/0W/2010,31.12.2010,0.6,Mg.,0,827,15725,568
958/0W/2010,31.12.2010,1.1,Mg.,0,827,15726,531
1010/1W/2010,30.09.2010,0.04,Mg.,1,8652,15727,48
1017/1W/2010,11.02.2010,0.0,Mg.,1,1756,15734,572
1011/1W/2010,22.02.2010,0.03,Mg.,1,1762,15728,531
1018/1W/2010,18.11.2010,17.1,Mg.,1,9388,15735,803
1019/1W/2010,30.12.2010,11.0,Mg.,1,9388,15736,184
1020/1W/2010,07.12.2010,2.77,Mg.,1,6118,15737,566
1021/1W/2010,08.12.2010,6.23,Mg.,1,6118,15738,565
1012/1W/2010,15.07.2010,0.03,Mg.,1,1892,15729,565
1022/1W/2010,08.12.2010,4.29,Mg.,1,6118,15739,520
1023/1W/2010,23.03.2010,0.14,Mg.,1,7448,15741,349
1024/1W/2010,20.04.2010,0.2,Mg.,1,7448,15742,565
1025/1W/2010,21.06.2010,4.6,Mg.,1,7448,15743,531
1026/1W/2010,31.07.2010,2.255,Mg.,1,7448,15744,564
1027/1W/2010,31.08.2010,2.39,Mg.,1,7448,15745,564
1028/1W/2010,07.09.2010,0.445,Mg.,1,7448,15746,531
1029/1W/2010,14.09.2010,0.145,Mg.,1,7448,15747,579
1030/1W/2010,08.10.2010,0.6,Mg.,1,7448,15748,588
1031/1W/2010,25.11.2010,0.08,Mg.,1,7448,15749,531
1032/1W/2010,30.12.2010,0.3,Mg.,1,7448,15750,531
1033/1W/2010,28.04.2010,1.38,Mg.,1,2804,15751,531
1034/1W/2010,28.12.2010,1.33,Mg.,1,2363,15752,565
1035/1W/2010,04.02.2010,6.328,Mg.,1,2363,15753,531
1036/1W/2010,04.02.2010,2.338,Mg.,1,2363,15754,565
1/0W/2011,11.01.2011,4.24,Mg.,0,5066,15755,572
2/0W/2011,11.01.2011,6.48,Mg.,0,5066,15756,623
3/0W/2011,11.01.2011,12.74,Mg.,0,5066,15757,575
959/0W/2010,31.12.2010,79.0,Mg.,0,827,15758,629
960/0W/2010,31.12.2010,47.0,Mg.,0,827,15759,575
1037/1W/2010,10.12.2010,1.84,Mg.,1,2001,15760,579
1038/1W/2010,30.12.2010,20.32,Mg.,1,8864,15761,531
1039/1W/2010,08.12.2010,4.41,Mg.,1,6118,15762,531
1040/1W/2010,14.12.2010,9.996,Mg.,1,6118,15763,531
1041/1W/2010,16.12.2010,5.29,Mg.,1,6118,15764,531
1042/1W/2010,17.12.2010,5.89,Mg.,1,6118,15765,688
1043/1W/2010,22.12.2010,5.96,Mg.,1,6118,15766,531
